DEPTH,GR,RHGX_HILT,NPHI,AT10,AT20,AT30,AT60,AT90,PEFZ
3268.8276,20.670364,2.8623881,0.018596135,323.44736,139.39368,129.11363,91.33104,119.208626,4.884503
3268.98,20.509565,2.860399,0.016068043,210.02197,144.38112,107.833916,73.937126,89.43885,4.800236
3269.1323,18.878658,2.8618515,0.01474646,142.68672,125.2862,99.524994,61.616325,71.229,4.6694565
3269.285,18.67718,2.8796084,0.01600793,113.22121,92.61184,84.17527,60.98141,55.4816,4.5911927
3269.4373,21.1192,2.879413,0.015116146,92.50726,78.96174,61.120438,48.94163,43.483658,4.5169787
3269.5896,22.435287,2.8347633,0.017419748,72.61636,57.852577,55.376793,46.73929,36.24729,4.4648976
3269.742,24.917986,2.7785878,0.017044617,51.03091,51.83278,51.79058,45.5229,32.420403,4.4129868
3269.8945,23.003412,2.7073846,0.018849099,66.35043,64.708046,87.24957,77.80047,46.530155,4.405247
3270.0469,21.424109,2.7793622,0.015690062,87.32583,70.31653,112.34286,97.33767,61.551674,4.451003
3270.1992,18.704195,2.8417,0.013090496,129.71535,84.733505,149.25575,112.72235,65.33392,4.509816
3270.3516,16.670506,2.8856082,0.011450314,215.50444,95.82718,233.70718,133.23929,76.38908,4.510084
3270.504,17.37242,2.7915168,0.008320427,255.19518,117.02307,357.25165,158.11357,104.646706,4.481305
3270.6565,18.863985,2.7411416,0.010169051,231.50325,178.35551,395.28058,173.89575,116.200645,4.41671
3270.8088,21.320684,2.751232,0.01113785,362.7971,223.93921,1575.7327,204.66216,316.25772,4.4027386
3270.9612,22.330833,2.7636352,0.013095442,468.89325,395.29123,1873.8218,440.89557,398.02634,4.4394445
3271.1135,22.418571,2.7067695,0.016391821,451.45935,583.82733,1950.0,1195.8599,302.89948,4.5120187
3271.266,22.681787,2.645244,0.018226938,540.3215,622.3497,1428.3607,1006.7604,203.38083,4.5650845
3271.4185,20.618769,2.6118786,0.015355345,504.15524,381.00848,611.2509,657.87115,136.69965,4.5541053
3271.5708,18.33755,2.649892,0.013464099,597.3175,189.5456,233.22537,523.46094,98.842415,4.447607
3271.7231,18.203974,2.7137675,0.009905339,656.78845,1054.1676,517.22363,305.6557,120.49474,4.2683315
3271.8757,22.064497,2.7675145,0.00776492,1417.9105,1126.359,494.7605,517.31036,149.40688,4.094862
3272.028,27.24111,2.718095,0.01825465,471.89493,1427.1129,315.0426,306.4987,153.38733,4.089183
3272.1804,26.848251,2.6338239,0.018648826,175.94193,395.69385,178.30986,182.68515,133.61539,4.2170773
3272.3328,24.128336,2.6544852,0.019352818,129.804,195.6414,108.05629,115.75658,103.36554,4.358469
3272.485,24.479294,2.7306511,0.013979054,172.56816,208.1534,131.86893,138.97995,104.634926,4.4620767
