DEPTH,GR,AT10,AT30,AT90,RHOZ,NPHI,DTCO,PEFZ,NMRFF,NMREFF,NMRTOT
5569.599898286164,34.75945,1767.4349,1765.5659,1764.09,2.5774925,5.1432815,55.019493,5.512027,0.046485797,0.05268668,0.05268668
5569.699898287654,35.227383,1761.3501,1758.7183,1756.7548,2.577239,4.7436347,55.200615,5.4988627,0.04930179,0.0551011,0.0551011
5569.799898289144,35.6541,1755.3994,1752.0055,1749.552,2.5808182,4.323335,55.27547,5.473346,0.04916441,0.055409245,0.055409245
5569.899898290634,36.15294,1744.1864,1739.3182,1735.912,2.5949528,4.1395288,55.389965,5.422111,0.04630813,0.054042164,0.054042164
5569.999898292124,36.296745,1739.0671,1733.513,1729.6632,2.6048484,4.090836,55.552353,5.438439,0.041779496,0.051249493,0.051249493
5570.099898293614,36.57954,1734.3633,1728.1743,1723.9165,2.6120806,4.0977592,55.646458,5.500139,0.035668932,0.046686064,0.046699338
5570.1998982951045,37.77477,1726.4479,1719.1935,1714.2668,2.6186845,3.8005848,55.446518,5.68206,0.031919427,0.043909222,0.044088904
5570.299898296595,38.79421,1723.3472,1715.6865,1710.517,2.6174858,3.6538196,55.185326,5.7604265,0.029055558,0.042189047,0.04307057
5570.399898298085,39.887188,1720.8842,1712.9148,1707.5746,2.6176345,3.5200942,54.797234,5.802959,0.027080767,0.040992185,0.044099003
5570.499898299575,41.477318,1718.0297,1709.7742,1704.336,2.6183295,3.3537035,54.278656,5.796954,0.027207261,0.040536147,0.045544777
5570.599898301065,40.854866,1717.7091,1709.4907,1704.1346,2.622269,3.2835047,53.88142,5.731591,0.028180875,0.040483627,0.046275802
5570.699898302555,39.188816,1718.1611,1710.1073,1704.9247,2.6258876,3.1957085,53.386234,5.642515,0.029085288,0.040602427,0.045586623
5570.799898304045,36.842495,1719.4075,1711.6494,1706.732,2.6330948,3.0147088,53.04591,5.529211,0.02956564,0.040352155,0.043050777
5570.899898305535,32.547733,1724.3268,1717.559,1713.439,2.6331418,2.8403614,53.041637,5.3645267,0.029883498,0.040100325,0.041374758
