DEPTH,GR,AT10,AT30,AT90,RHOZ,NPHI,DTCO,PEFZ,CMFF,CMRP_3MS,TCMR
5449.9766,48.807735,21.977049,361.48077,74.349144,2.4875922,0.11828779,65.75026,4.477362,0.1164907,0.15984692,0.17180337
5450.129,43.86391,24.67256,87.82089,52.46815,2.475149,0.11503557,65.73474,4.518564,0.103343815,0.15782689,0.16717495
5450.2812,51.397766,23.417643,174.2675,35.1804,2.4842281,0.12557238,65.74607,4.572216,0.09293975,0.16228299,0.16776036
5450.4336,60.76057,24.035963,134.48317,51.621536,2.5099728,0.12525958,65.71935,4.545199,0.09803133,0.17272778,0.17453432
5450.586,68.1763,23.696486,119.62504,48.18703,2.5073254,0.13022533,65.02625,4.515627,0.11046611,0.16761714,0.1676202
5450.7383,64.131355,16.83714,240.46654,53.079926,2.4840744,0.1520066,62.384007,4.5290546,0.11046611,0.16761714,0.1676202
5450.8906,54.644176,14.782074,26.337168,18.99622,2.451351,0.1740537,62.532593,4.689199,0.119481444,0.15349317,0.15351559
5451.0435,51.431866,22.523674,160.16525,34.157116,2.427313,0.19369197,61.55954,5.155484,0.11109418,0.13386238,0.13386713
5451.196,54.35321,20.991247,165.34137,53.828568,2.4086466,0.19637471,64.105034,5.998875,0.09420604,0.12385504,0.12385809
5451.348,55.12244,26.236172,737.739,94.441124,2.4211118,0.1837189,64.31845,6.633906,0.07730088,0.11738508,0.11753454
5451.5005,50.469585,24.504429,399.5076,134.57321,2.4895911,0.1571452,64.3612,6.4944086,0.07730088,0.11738508,0.11753454
5451.653,48.447113,20.651552,100.83671,40.349876,2.5556238,0.13505466,64.40239,5.500561,0.07058514,0.11229308,0.112298936
5451.805,43.8202,16.001902,75.57194,39.51267,2.5958447,0.118286684,64.35326,4.4789634,0.068133265,0.103405625,0.10341559
5451.9575,42.068546,13.212507,40.915993,39.960793,2.5827696,0.111745946,64.133606,3.8938456,0.06477374,0.093103215,0.09310626
5452.11,35.732807,12.289326,51.183624,57.713676,2.5837178,0.11835154,64.25159,3.7021031,0.054391097,0.08062765,0.080630705
5452.262,34.159775,14.596848,35.895134,29.72501,2.579678,0.14220683,62.253475,3.599083,0.054391097,0.08062765,0.080630705
