# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2023-04-23
#
# GRDC-No.:              3651806
# River:                 RIO SAO FRANCISCO
# Station:               BOM JESUS DA LAPA
# Country:               BR
# Latitude (DD):       -13.25694
# Longitude (DD):      -43.43917
# Catchment area (km²):      271000.0
# Altitude (m ASL):        420.0
# Next downstream station:      3651807
# Remarks:               
# Owner of original data: Brazil - National Water Agency (ANA)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1940-01 - 2020-02
# No. of years:          81
# Last update:           2021-03-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 29280
# DATA
YYYY-MM-DD;hh:mm; Value
1942-03-27;--:--;   2519.544
1942-03-28;--:--;   2451.125
1942-03-29;--:--;   2374.978
1942-03-30;--:--;   2291.400
1942-03-31;--:--;   2233.548
1942-04-01;--:--;   2200.732
1942-04-02;--:--;   2143.731
1942-04-03;--:--;   2055.264
1942-04-04;--:--;   1976.025
1942-04-05;--:--;   1921.235
1942-04-06;--:--;   1874.721
1942-04-07;--:--;   1843.943
1942-04-08;--:--;   1828.624
1942-04-09;--:--;   1867.010
1942-04-10;--:--;   1936.832
1942-04-11;--:--;   1952.475
1942-04-12;--:--;   1905.685
1942-04-13;--:--;   1820.982
1942-04-14;--:--;   1805.732
1942-04-15;--:--;   1828.624
1942-04-16;--:--;   1828.624
1942-04-17;--:--;   1813.351
1942-04-18;--:--;   1790.530
1942-04-19;--:--;   1843.943
1942-04-20;--:--;   1936.832
1942-04-21;--:--;   2111.404
1942-04-22;--:--;   2675.979
1942-04-23;--:--;   2862.785
1942-04-24;--:--;   2737.737
1942-04-25;--:--;   2510.954
1942-04-26;--:--;   2241.780
1942-04-27;--:--;   2039.326
1942-04-28;--:--;   1867.010
1942-04-29;--:--;   1745.203
1942-04-30;--:--;   1648.458
1942-05-01;--:--;   1675.000
1942-05-02;--:--;   1620.000
1942-05-03;--:--;   1578.000
1942-05-04;--:--;   1537.000
1942-05-05;--:--;   1503.000
1942-05-06;--:--;   1468.000
1942-05-07;--:--;   1440.000
1942-05-08;--:--;   1427.000
1942-05-09;--:--;   1392.000
1942-05-10;--:--;   1364.000
1942-05-11;--:--;   1344.000
1942-05-12;--:--;   1323.000
1942-05-13;--:--;   1323.000
1942-05-14;--:--;   1310.000
1942-05-15;--:--;   1310.000
1942-05-16;--:--;   1310.000
1942-05-17;--:--;   1304.000
1942-05-18;--:--;   1284.000
1942-05-19;--:--;   1251.000
1942-05-20;--:--;   1225.000
1942-05-21;--:--;   1205.000
1942-05-22;--:--;   1186.000
1942-05-23;--:--;   1173.000
1942-05-24;--:--;   1159.000
1942-05-25;--:--;   1140.000
1942-05-26;--:--;   1127.000
1942-05-27;--:--;   1114.000
1942-05-28;--:--;   1107.000
1942-05-29;--:--;   1107.000
1942-05-30;--:--;   1100.000
1942-05-31;--:--;   1087.000
1942-06-01;--:--;   1094.000
1942-06-02;--:--;   1074.000
1942-06-03;--:--;   1061.000
1942-06-04;--:--;   1048.000
1942-06-05;--:--;   1035.000
1942-06-06;--:--;   1022.000
1942-06-07;--:--;   1015.000
1942-06-08;--:--;    997.000
1942-06-09;--:--;    986.000
1942-06-10;--:--;    980.000
1942-06-11;--:--;    975.000
1942-06-12;--:--;    980.000
1942-06-13;--:--;    986.000
1942-06-14;--:--;    986.000
1942-06-15;--:--;    980.000
1942-06-16;--:--;    975.000
1942-06-17;--:--;    975.000
1942-06-18;--:--;    958.000
1942-06-19;--:--;    937.000
1942-06-20;--:--;    926.000
1942-06-21;--:--;    910.000
1942-06-22;--:--;    893.000
1942-06-23;--:--;    882.000
1942-06-24;--:--;    877.000
1942-06-25;--:--;    866.000
1942-06-26;--:--;    861.000
1942-06-27;--:--;    850.000
1942-06-28;--:--;    839.000
1942-06-29;--:--;    828.000
1942-06-30;--:--;    828.000
1942-07-01;--:--;    626.000
1942-07-02;--:--;    626.000
1942-07-03;--:--;    620.000
1942-07-04;--:--;    609.000
1942-07-05;--:--;    604.000
1942-07-06;--:--;    598.000
1942-07-07;--:--;    593.000
1942-07-08;--:--;    593.000
1942-07-09;--:--;    593.000
1942-07-10;--:--;    587.000
1942-07-11;--:--;    587.000
1942-07-12;--:--;    576.000
1942-07-13;--:--;    571.000
1942-07-14;--:--;    566.000
1942-07-15;--:--;    560.000
1942-07-16;--:--;    555.000
1942-07-17;--:--;    549.000
1942-07-18;--:--;    544.000
1942-07-19;--:--;    544.000
1942-07-20;--:--;    539.000
1942-07-21;--:--;    534.000
1942-07-22;--:--;    534.000
1942-07-23;--:--;    534.000
1942-07-24;--:--;    523.000
1942-07-25;--:--;    518.000
1942-07-26;--:--;    518.000
1942-07-27;--:--;    513.000
1942-07-28;--:--;    502.000
1942-07-29;--:--;    502.000
1942-07-30;--:--;    497.000
1942-07-31;--:--;    492.000
1942-08-01;--:--;    487.000
1942-08-02;--:--;    482.000
1942-08-03;--:--;    473.000
1942-08-04;--:--;    473.000
1942-08-05;--:--;    468.000
1942-08-06;--:--;    468.000
1942-08-07;--:--;    468.000
1942-08-08;--:--;    463.000
1942-08-09;--:--;    463.000
1942-08-10;--:--;    458.000
1942-08-11;--:--;    458.000
1942-08-12;--:--;    449.000
1942-08-13;--:--;    444.000
1942-08-14;--:--;    435.000
1942-08-15;--:--;    431.000
1942-08-16;--:--;    426.000
1942-08-17;--:--;    426.000
1942-08-18;--:--;    422.000
1942-08-19;--:--;    422.000
1942-08-20;--:--;    418.000
1942-08-21;--:--;    413.000
1942-08-22;--:--;    409.000
1942-08-23;--:--;    409.000
1942-08-24;--:--;    400.000
1942-08-25;--:--;    400.000
1942-08-26;--:--;    396.000
1942-08-27;--:--;    392.000
1942-08-28;--:--;    387.000
1942-08-29;--:--;    387.000
1942-08-30;--:--;    383.000
1942-08-31;--:--;    379.000
1942-09-01;--:--;    375.000
1942-09-02;--:--;    375.000
1942-09-03;--:--;    366.000
1942-09-04;--:--;    366.000
1942-09-05;--:--;    366.000
1942-09-06;--:--;    366.000
1942-09-07;--:--;    358.000
1942-09-08;--:--;    358.000
1942-09-09;--:--;    358.000
1942-09-10;--:--;    358.000
1942-09-11;--:--;    358.000
1942-09-12;--:--;    371.000
1942-09-13;--:--;    383.000
1942-09-14;--:--;    400.000
1942-09-15;--:--;    454.000
1942-09-16;--:--;    497.000
1942-09-17;--:--;    497.000
1942-09-18;--:--;    473.000
1942-09-19;--:--;    440.000
1942-09-20;--:--;    418.000
1942-09-21;--:--;    400.000
1942-09-22;--:--;    392.000
1942-09-23;--:--;    409.000
1942-09-24;--:--;    426.000
1942-09-25;--:--;    435.000
1942-09-26;--:--;    473.000
1942-09-27;--:--;    534.000
1942-09-28;--:--;    598.000
1942-09-29;--:--;    648.000
1942-09-30;--:--;    676.000
1942-10-01;--:--;    710.000
1942-10-02;--:--;    752.000
1942-10-03;--:--;    770.000
1942-10-04;--:--;    746.000
1942-10-05;--:--;    722.000
1942-10-06;--:--;    734.000
1942-10-07;--:--;    746.000
1942-10-08;--:--;    716.000
1942-10-09;--:--;    665.000
1942-10-10;--:--;    620.000
1942-10-11;--:--;    576.000
1942-10-12;--:--;    549.000
1942-10-13;--:--;    523.000
1942-10-14;--:--;    497.000
1942-10-15;--:--;    492.000
1942-10-16;--:--;    534.000
1942-10-17;--:--;    609.000
1942-10-18;--:--;    632.000
1942-10-19;--:--;    615.000
1942-10-20;--:--;    598.000
1942-10-21;--:--;    576.000
1942-10-22;--:--;    555.000
1942-10-23;--:--;    539.000
1942-10-24;--:--;    539.000
1942-10-25;--:--;    528.000
1942-10-26;--:--;    508.000
1942-10-27;--:--;    492.000
1942-10-28;--:--;    492.000
1942-10-29;--:--;    473.000
1942-10-30;--:--;    463.000
1942-10-31;--:--;    482.000
1942-11-01;--:--;    497.000
1942-11-02;--:--;    544.000
1942-11-03;--:--;    832.000
1942-11-04;--:--;   1293.000
1942-11-05;--:--;   1616.000
1942-11-06;--:--;   1680.000
1942-11-07;--:--;   1824.000
1942-11-08;--:--;   1921.000
1942-11-09;--:--;   1867.000
1942-11-10;--:--;   1760.000
1942-11-11;--:--;   1656.000
1942-11-12;--:--;   1540.000
1942-11-13;--:--;   1405.000
1942-11-14;--:--;   1258.000
1942-11-15;--:--;   1118.000
1942-11-16;--:--;   1051.000
1942-11-17;--:--;   1125.000
1942-11-18;--:--;   1405.000
1942-11-19;--:--;   1680.000
1942-11-20;--:--;   2155.000
1942-11-21;--:--;   2630.000
1942-11-22;--:--;   2940.000
1942-11-23;--:--;   3070.000
1942-11-24;--:--;   3323.000
1942-11-25;--:--;   3389.000
1942-11-26;--:--;   3444.000
1942-11-27;--:--;   3510.000
1942-11-28;--:--;   3510.000
1942-11-29;--:--;   3400.000
1942-11-30;--:--;   3180.000
1942-12-01;--:--;   3010.000
1942-12-02;--:--;   3000.000
1942-12-03;--:--;   3070.000
1942-12-04;--:--;   3466.000
1942-12-05;--:--;   3852.000
1942-12-06;--:--;   4452.000
1942-12-07;--:--;   4888.000
1942-12-08;--:--;   5174.000
1942-12-09;--:--;   5358.000
1942-12-10;--:--;   5498.000
1942-12-11;--:--;   5638.000
1942-12-12;--:--;   5736.000
1942-12-13;--:--;   5638.000
1942-12-14;--:--;   5610.000
1942-12-15;--:--;   5582.000
1942-12-16;--:--;   5456.000
1942-12-17;--:--;   5304.000
1942-12-18;--:--;   5122.000
1942-12-19;--:--;   4914.000
1942-12-20;--:--;   4644.000
1942-12-21;--:--;   4416.000
1942-12-22;--:--;   4152.000
1942-12-23;--:--;   4176.000
1942-12-24;--:--;   4440.000
1942-12-25;--:--;   4608.000
1942-12-26;--:--;   4644.000
1942-12-27;--:--;   4656.000
1942-12-28;--:--;   4608.000
1942-12-29;--:--;   4596.000
1942-12-30;--:--;   4656.000
1942-12-31;--:--;   4771.000
1943-01-01;--:--;   4992.000
1943-01-02;--:--;   5213.000
1943-01-03;--:--;   5428.000
1943-01-04;--:--;   5722.000
1943-01-05;--:--;   5890.000
1943-01-06;--:--;   6002.000
1943-01-07;--:--;   6086.000
1943-01-08;--:--;   6184.000
1943-01-09;--:--;   6240.000
1943-01-10;--:--;   6324.000
1943-01-11;--:--;   6408.000
1943-01-12;--:--;   6540.000
1943-01-13;--:--;   6660.000
1943-01-14;--:--;   6810.000
1943-01-15;--:--;   7005.000
1943-01-16;--:--;   7290.000
1943-01-17;--:--;   7605.000
1943-01-18;--:--;   7920.000
1943-01-19;--:--;   8238.000
1943-01-20;--:--;   -999.000
1943-01-21;--:--;   -999.000
1943-01-22;--:--;   -999.000
1943-01-23;--:--;   -999.000
1943-01-24;--:--;   -999.000
1943-01-25;--:--;   -999.000
1943-01-26;--:--;   -999.000
1943-01-27;--:--;   -999.000
1943-01-28;--:--;   -999.000
1943-01-29;--:--;   -999.000
1943-01-30;--:--;   -999.000
1943-01-31;--:--;   -999.000
1943-02-01;--:--;   -999.000
1943-02-02;--:--;   -999.000
1943-02-03;--:--;   -999.000
1943-02-04;--:--;   -999.000
1943-02-05;--:--;   -999.000
1943-02-06;--:--;   -999.000
1943-02-07;--:--;   -999.000
1943-02-08;--:--;   -999.000
1943-02-09;--:--;   -999.000
1943-02-10;--:--;   -999.000
1943-02-11;--:--;   -999.000
1943-02-12;--:--;   -999.000
1943-02-13;--:--;   -999.000
1943-02-14;--:--;   -999.000
1943-02-15;--:--;   -999.000
1943-02-16;--:--;   -999.000
1943-02-17;--:--;   -999.000
1943-02-18;--:--;   -999.000
1943-02-19;--:--;   -999.000
1943-02-20;--:--;   -999.000
1943-02-21;--:--;   -999.000
1943-02-22;--:--;   -999.000
1943-02-23;--:--;   -999.000
1943-02-24;--:--;   -999.000
1943-02-25;--:--;   -999.000
1943-02-26;--:--;   -999.000
1943-02-27;--:--;   -999.000
1943-02-28;--:--;   -999.000
1943-03-01;--:--;   5161.000
1943-03-02;--:--;   4849.000
1943-03-03;--:--;   4758.000
1943-03-04;--:--;   4380.000
1943-03-05;--:--;   4164.000
1943-03-06;--:--;   3796.000
1943-03-07;--:--;   3796.000
1943-03-08;--:--;   3576.000
1943-03-09;--:--;   3510.000
1943-03-10;--:--;   3587.000
1943-03-11;--:--;   3642.000
1943-03-12;--:--;   3807.000
1943-03-13;--:--;   3972.000
1943-03-14;--:--;   4428.000
1943-03-15;--:--;   4596.000
1943-03-16;--:--;   4771.000
1943-03-17;--:--;   5005.000
1943-03-18;--:--;   5148.000
1943-03-19;--:--;   5265.000
1943-03-20;--:--;   5372.000
1943-03-21;--:--;   5484.000
1943-03-22;--:--;   5498.000
1943-03-23;--:--;   5512.000
1943-03-24;--:--;   5526.000
1943-03-25;--:--;   5526.000
1943-03-26;--:--;   5470.000
1943-03-27;--:--;   5291.000
1943-03-28;--:--;   5096.000
1943-03-29;--:--;   4862.000
1943-03-30;--:--;   4668.000
1943-03-31;--:--;   4248.000
1943-04-01;--:--;   3460.000
1943-04-02;--:--;   3430.000
1943-04-03;--:--;   3250.000
1943-04-04;--:--;   3270.000
1943-04-05;--:--;   3400.000
1943-04-06;--:--;   3585.000
1943-04-07;--:--;   3627.000
1943-04-08;--:--;   3553.000
1943-04-09;--:--;   3450.000
1943-04-10;--:--;   3330.000
1943-04-11;--:--;   3140.000
1943-04-12;--:--;   2940.000
1943-04-13;--:--;   2820.000
1943-04-14;--:--;   2700.000
1943-04-15;--:--;   2600.000
1943-04-16;--:--;   2560.000
1943-04-17;--:--;   2491.000
1943-04-18;--:--;   2473.000
1943-04-19;--:--;   2455.000
1943-04-20;--:--;   2464.000
1943-04-21;--:--;   2500.000
1943-04-22;--:--;   2520.000
1943-04-23;--:--;   2500.000
1943-04-24;--:--;   2446.000
1943-04-25;--:--;   2347.000
1943-04-26;--:--;   2275.000
1943-04-27;--:--;   2221.000
1943-04-28;--:--;   2167.000
1943-04-29;--:--;   2149.000
1943-04-30;--:--;   2113.000
1943-05-01;--:--;   2104.000
1943-05-02;--:--;   2086.000
1943-05-03;--:--;   2104.000
1943-05-04;--:--;   2104.000
1943-05-05;--:--;   2077.000
1943-05-06;--:--;   2028.000
1943-05-07;--:--;   1938.000
1943-05-08;--:--;   1915.000
1943-05-09;--:--;   1907.000
1943-05-10;--:--;   1862.000
1943-05-11;--:--;   1840.000
1943-05-12;--:--;   1817.000
1943-05-13;--:--;   1802.000
1943-05-14;--:--;   1788.000
1943-05-15;--:--;   1772.000
1943-05-16;--:--;   1757.000
1943-05-17;--:--;   1705.000
1943-05-18;--:--;   1705.000
1943-05-19;--:--;   1698.000
1943-05-20;--:--;   1698.000
1943-05-21;--:--;   1690.000
1943-05-22;--:--;   1668.000
1943-05-23;--:--;   1654.000
1943-05-24;--:--;   1634.000
1943-05-25;--:--;   1627.000
1943-05-26;--:--;   1620.000
1943-05-27;--:--;   1606.000
1943-05-28;--:--;   1592.000
1943-05-29;--:--;   1578.000
1943-05-30;--:--;   1565.000
1943-05-31;--:--;   1551.000
1943-06-01;--:--;   1447.006
1943-06-02;--:--;   1425.993
1943-06-03;--:--;   1412.047
1943-06-04;--:--;   1398.151
1943-06-05;--:--;   1384.304
1943-06-06;--:--;   1370.508
1943-06-07;--:--;   1363.629
1943-06-08;--:--;   1343.068
1943-06-09;--:--;   1336.240
1943-06-10;--:--;   1329.424
1943-06-11;--:--;   1329.424
1943-06-12;--:--;   1322.621
1943-06-13;--:--;   1315.830
1943-06-14;--:--;   1302.288
1943-06-15;--:--;   1295.536
1943-06-16;--:--;   1282.070
1943-06-17;--:--;   1282.070
1943-06-18;--:--;   1315.830
1943-06-19;--:--;   1322.621
1943-06-20;--:--;   1302.288
1943-06-21;--:--;   1282.070
1943-06-22;--:--;   1261.967
1943-06-23;--:--;   1302.288
1943-06-24;--:--;   1228.721
1943-06-25;--:--;   1222.111
1943-06-26;--:--;   1215.514
1943-06-27;--:--;   1202.358
1943-06-28;--:--;   1195.800
1943-06-29;--:--;   1182.723
1943-06-30;--:--;   1182.723
1943-07-01;--:--;   1264.000
1943-07-02;--:--;   1258.000
1943-07-03;--:--;   1245.000
1943-07-04;--:--;   1238.000
1943-07-05;--:--;   1238.000
1943-07-06;--:--;   1232.000
1943-07-07;--:--;   1218.000
1943-07-08;--:--;   1205.000
1943-07-09;--:--;   1199.000
1943-07-10;--:--;   1186.000
1943-07-11;--:--;   1173.000
1943-07-12;--:--;   1159.000
1943-07-13;--:--;   1153.000
1943-07-14;--:--;   1140.000
1943-07-15;--:--;   1133.000
1943-07-16;--:--;   1127.000
1943-07-17;--:--;   1120.000
1943-07-18;--:--;   1114.000
1943-07-19;--:--;   1107.000
1943-07-20;--:--;   1100.000
1943-07-21;--:--;   1081.000
1943-07-22;--:--;   1074.000
1943-07-23;--:--;   1061.000
1943-07-24;--:--;   1061.000
1943-07-25;--:--;   1054.000
1943-07-26;--:--;   1054.000
1943-07-27;--:--;   1048.000
1943-07-28;--:--;   1041.000
1943-07-29;--:--;   1035.000
1943-07-30;--:--;   1028.000
1943-07-31;--:--;   1028.000
1943-08-01;--:--;   1022.000
1943-08-02;--:--;   1015.000
1943-08-03;--:--;   1009.000
1943-08-04;--:--;   1009.000
1943-08-05;--:--;   1002.000
1943-08-06;--:--;    997.000
1943-08-07;--:--;    991.000
1943-08-08;--:--;    986.000
1943-08-09;--:--;    969.000
1943-08-10;--:--;    958.000
1943-08-11;--:--;    969.000
1943-08-12;--:--;    975.000
1943-08-13;--:--;    991.000
1943-08-14;--:--;   1002.000
1943-08-15;--:--;   1009.000
1943-08-16;--:--;   1015.000
1943-08-17;--:--;   1015.000
1943-08-18;--:--;    997.000
1943-08-19;--:--;    975.000
1943-08-20;--:--;    942.000
1943-08-21;--:--;    926.000
1943-08-22;--:--;    910.000
1943-08-23;--:--;    904.000
1943-08-24;--:--;    899.000
1943-08-25;--:--;    888.000
1943-08-26;--:--;    877.000
1943-08-27;--:--;    871.000
1943-08-28;--:--;    866.000
1943-08-29;--:--;    861.000
1943-08-30;--:--;    855.000
1943-08-31;--:--;    844.000
1943-09-01;--:--;    833.000
1943-09-02;--:--;    833.000
1943-09-03;--:--;    828.000
1943-09-04;--:--;    822.000
1943-09-05;--:--;    817.000
1943-09-06;--:--;    861.000
1943-09-07;--:--;    801.000
1943-09-08;--:--;    801.000
1943-09-09;--:--;    790.000
1943-09-10;--:--;    784.000
1943-09-11;--:--;    779.000
1943-09-12;--:--;    779.000
1943-09-13;--:--;    774.000
1943-09-14;--:--;    774.000
1943-09-15;--:--;    768.000
1943-09-16;--:--;    763.000
1943-09-17;--:--;    757.000
1943-09-18;--:--;    752.000
1943-09-19;--:--;    746.000
1943-09-20;--:--;    752.000
1943-09-21;--:--;    757.000
1943-09-22;--:--;    763.000
1943-09-23;--:--;    774.000
1943-09-24;--:--;    790.000
1943-09-25;--:--;    801.000
1943-09-26;--:--;    795.000
1943-09-27;--:--;    774.000
1943-09-28;--:--;    752.000
1943-09-29;--:--;    735.000
1943-09-30;--:--;    730.000
1943-10-01;--:--;    651.249
1943-10-02;--:--;    672.375
1943-10-03;--:--;    693.745
1943-10-04;--:--;    709.932
1943-10-05;--:--;    720.799
1943-10-06;--:--;    737.212
1943-10-07;--:--;    753.759
1943-10-08;--:--;    770.439
1943-10-09;--:--;    787.252
1943-10-10;--:--;    873.278
1943-10-11;--:--;   1011.381
1943-10-12;--:--;   1080.007
1943-10-13;--:--;   1048.610
1943-10-14;--:--;    999.081
1943-10-15;--:--;    962.510
1943-10-16;--:--;    938.406
1943-10-17;--:--;    902.670
1943-10-18;--:--;    879.128
1943-10-19;--:--;    902.670
1943-10-20;--:--;   1048.610
1943-10-21;--:--;   1176.204
1943-10-22;--:--;   1215.514
1943-10-23;--:--;   1202.358
1943-10-24;--:--;   1169.698
1943-10-25;--:--;   1130.940
1943-10-26;--:--;   1092.660
1943-10-27;--:--;   1061.128
1943-10-28;--:--;   1061.128
1943-10-29;--:--;   1150.259
1943-10-30;--:--;   1255.292
1943-10-31;--:--;   1302.288
1943-11-01;--:--;   1385.000
1943-11-02;--:--;   1420.000
1943-11-03;--:--;   1503.000
1943-11-04;--:--;   1551.000
1943-11-05;--:--;   1620.000
1943-11-06;--:--;   1565.000
1943-11-07;--:--;   1613.000
1943-11-08;--:--;   1698.000
1943-11-09;--:--;   1810.000
1943-11-10;--:--;   1900.000
1943-11-11;--:--;   1923.000
1943-11-12;--:--;   1870.000
1943-11-13;--:--;   1780.000
1943-11-14;--:--;   1606.000
1943-11-15;--:--;   1516.000
1943-11-16;--:--;   1358.000
1943-11-17;--:--;   1364.000
1943-11-18;--:--;   1447.000
1943-11-19;--:--;   1647.000
1943-11-20;--:--;   1817.000
1943-11-21;--:--;   2028.000
1943-11-22;--:--;   3945.000
1943-11-23;--:--;   5298.000
1943-11-24;--:--;   5750.000
1943-11-25;--:--;   5906.000
1943-11-26;--:--;   5882.000
1943-11-27;--:--;   5774.000
1943-11-28;--:--;   5622.000
1943-11-29;--:--;   5518.000
1943-11-30;--:--;   5251.000
1943-12-01;--:--;   -999.000
1943-12-02;--:--;   -999.000
1943-12-03;--:--;   -999.000
1943-12-04;--:--;   -999.000
1943-12-05;--:--;   -999.000
1943-12-06;--:--;   -999.000
1943-12-07;--:--;   -999.000
1943-12-08;--:--;   -999.000
1943-12-09;--:--;   -999.000
1943-12-10;--:--;   -999.000
1943-12-11;--:--;   -999.000
1943-12-12;--:--;   -999.000
1943-12-13;--:--;   -999.000
1943-12-14;--:--;   3912.000
1943-12-15;--:--;   3499.000
1943-12-16;--:--;   3150.000
1943-12-17;--:--;   3050.000
1943-12-18;--:--;   3230.000
1943-12-19;--:--;   3642.000
1943-12-20;--:--;   4080.000
1943-12-21;--:--;   4248.000
1943-12-22;--:--;   4380.000
1943-12-23;--:--;   4745.000
1943-12-24;--:--;   5122.000
1943-12-25;--:--;   5400.000
1943-12-26;--:--;   5638.000
1943-12-27;--:--;   5806.000
1943-12-28;--:--;   5960.000
1943-12-29;--:--;   6086.000
1943-12-30;--:--;   6212.000
1943-12-31;--:--;   6296.000
1944-01-01;--:--;   6408.000
1944-01-02;--:--;   6570.000
1944-01-03;--:--;   6885.000
1944-01-04;--:--;   7185.000
1944-01-05;--:--;   7500.000
1944-01-06;--:--;   7710.000
1944-01-07;--:--;   7785.000
1944-01-08;--:--;   7710.000
1944-01-09;--:--;   7500.000
1944-01-10;--:--;   7140.000
1944-01-11;--:--;   6615.000
1944-01-12;--:--;   5890.000
1944-01-13;--:--;   5070.000
1944-01-14;--:--;   4392.000
1944-01-15;--:--;   3888.000
1944-01-16;--:--;   3444.000
1944-01-17;--:--;   3110.000
1944-01-18;--:--;   2850.000
1944-01-19;--:--;   2690.000
1944-01-20;--:--;   2590.000
1944-01-21;--:--;   2530.000
1944-01-22;--:--;   2470.000
1944-01-23;--:--;   2470.000
1944-01-24;--:--;   2590.000
1944-01-25;--:--;   2650.000
1944-01-26;--:--;   2610.000
1944-01-27;--:--;   2530.000
1944-01-28;--:--;   2450.000
1944-01-29;--:--;   2450.000
1944-01-30;--:--;   2570.000
1944-01-31;--:--;   2750.000
1944-02-01;--:--;   2950.000
1944-02-02;--:--;   3050.000
1944-02-03;--:--;   3030.000
1944-02-04;--:--;   3050.000
1944-02-05;--:--;   3030.000
1944-02-06;--:--;   2950.000
1944-02-07;--:--;   2940.000
1944-02-08;--:--;   2990.000
1944-02-09;--:--;   3120.000
1944-02-10;--:--;   3220.000
1944-02-11;--:--;   3356.000
1944-02-12;--:--;   3686.000
1944-02-13;--:--;   4032.000
1944-02-14;--:--;   4632.000
1944-02-15;--:--;   4784.000
1944-02-16;--:--;   4797.000
1944-02-17;--:--;   4797.000
1944-02-18;--:--;   4758.000
1944-02-19;--:--;   4644.000
1944-02-20;--:--;   4584.000
1944-02-21;--:--;   4584.000
1944-02-22;--:--;   4632.000
1944-02-23;--:--;   4706.000
1944-02-24;--:--;   4758.000
1944-02-25;--:--;   4784.000
1944-02-26;--:--;   4784.000
1944-02-27;--:--;   4784.000
1944-02-28;--:--;   4732.000
1944-02-29;--:--;   4584.000
1944-03-01;--:--;   4332.000
1944-03-02;--:--;   4008.000
1944-03-03;--:--;   3763.000
1944-03-04;--:--;   3510.000
1944-03-05;--:--;   3378.000
1944-03-06;--:--;   3250.000
1944-03-07;--:--;   3150.000
1944-03-08;--:--;   3010.000
1944-03-09;--:--;   2910.000
1944-03-10;--:--;   2890.000
1944-03-11;--:--;   2990.000
1944-03-12;--:--;   3150.000
1944-03-13;--:--;   3312.000
1944-03-14;--:--;   3378.000
1944-03-15;--:--;   3367.000
1944-03-16;--:--;   3250.000
1944-03-17;--:--;   3070.000
1944-03-18;--:--;   2890.000
1944-03-19;--:--;   2700.000
1944-03-20;--:--;   2570.000
1944-03-21;--:--;   2510.000
1944-03-22;--:--;   2490.000
1944-03-23;--:--;   2510.000
1944-03-24;--:--;   2660.000
1944-03-25;--:--;   2930.000
1944-03-26;--:--;   3160.000
1944-03-27;--:--;   3521.000
1944-03-28;--:--;   3960.000
1944-03-29;--:--;   4104.000
1944-03-30;--:--;   4152.000
